"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","127.0.0.1","127.0.0.1","TCP","56","50668  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"2","0.000144","127.0.0.1","127.0.0.1","TCP","56","5000  >  50668 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"3","0.000179","127.0.0.1","127.0.0.1","TCP","44","50668  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"4","0.000531","127.0.0.1","127.0.0.1","HTTP","595","GET /api/status HTTP/1.1 "
"5","0.000578","127.0.0.1","127.0.0.1","TCP","44","5000  >  50668 [ACK] Seq=1 Ack=552 Win=64768 Len=0"
"6","0.004869","127.0.0.1","127.0.0.1","TCP","212","5000  >  50668 [PSH, ACK] Seq=1 Ack=552 Win=64768 Len=168 [TCP PDU reassembled in 8]"
"7","0.004920","127.0.0.1","127.0.0.1","TCP","44","50668  >  5000 [ACK] Seq=552 Ack=169 Win=65280 Len=0"
"8","0.004969","127.0.0.1","127.0.0.1","HTTP/JSON","11007","HTTP/1.1 200 OK , JSON (application/json)"
"9","0.005001","127.0.0.1","127.0.0.1","TCP","44","50668  >  5000 [ACK] Seq=552 Ack=11132 Win=54272 Len=0"
"10","0.005955","127.0.0.1","127.0.0.1","TCP","44","50668  >  5000 [FIN, ACK] Seq=552 Ack=11132 Win=54272 Len=0"
"11","0.005985","127.0.0.1","127.0.0.1","TCP","44","5000  >  50668 [ACK] Seq=11132 Ack=553 Win=64768 Len=0"
"12","0.011459","127.0.0.1","127.0.0.1","TCP","44","5000  >  50668 [FIN, ACK] Seq=11132 Ack=553 Win=64768 Len=0"
"13","0.011541","127.0.0.1","127.0.0.1","TCP","44","50668  >  5000 [ACK] Seq=553 Ack=11133 Win=54272 Len=0"
"14","0.024180","127.0.0.1","127.0.0.1","TCP","56","54799  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"15","0.024277","127.0.0.1","127.0.0.1","TCP","56","5000  >  54799 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"16","0.024306","127.0.0.1","127.0.0.1","TCP","44","54799  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"17","0.024712","127.0.0.1","127.0.0.1","TCP","56","49799  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"18","0.024793","127.0.0.1","127.0.0.1","TCP","56","5000  >  49799 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"19","0.024812","127.0.0.1","127.0.0.1","TCP","44","49799  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"20","0.024993","127.0.0.1","127.0.0.1","HTTP","675","GET /chart/pie?ts=1760604457903 HTTP/1.1 "
"21","0.025010","127.0.0.1","127.0.0.1","TCP","44","5000  >  54799 [ACK] Seq=1 Ack=632 Win=64768 Len=0"
"22","0.025080","127.0.0.1","127.0.0.1","HTTP","676","GET /chart/size?ts=1760604457903 HTTP/1.1 "
"23","0.025091","127.0.0.1","127.0.0.1","TCP","44","5000  >  49799 [ACK] Seq=1 Ack=633 Win=64768 Len=0"
"24","0.028084","127.0.0.1","127.0.0.1","TCP","414","5000  >  54799 [PSH, ACK] Seq=1 Ack=632 Win=64768 Len=370 [TCP PDU reassembled in 30]"
"25","0.028113","127.0.0.1","127.0.0.1","TCP","44","54799  >  5000 [ACK] Seq=632 Ack=371 Win=65024 Len=0"
"26","0.028158","127.0.0.1","127.0.0.1","TCP","8236","5000  >  54799 [PSH, ACK] Seq=371 Ack=632 Win=64768 Len=8192 [TCP PDU reassembled in 30]"
"27","0.028180","127.0.0.1","127.0.0.1","TCP","44","54799  >  5000 [ACK] Seq=632 Ack=8563 Win=56832 Len=0"
"28","0.028278","127.0.0.1","127.0.0.1","TCP","8236","5000  >  54799 [PSH, ACK] Seq=8563 Ack=632 Win=64768 Len=8192 [TCP PDU reassembled in 30]"
"29","0.028300","127.0.0.1","127.0.0.1","TCP","44","54799  >  5000 [ACK] Seq=632 Ack=16755 Win=48640 Len=0"
"30","0.028349","127.0.0.1","127.0.0.1","HTTP","2559","HTTP/1.1 200 OK  (PNG)"
"31","0.028358","127.0.0.1","127.0.0.1","TCP","44","54799  >  5000 [ACK] Seq=632 Ack=19270 Win=46080 Len=0"
"32","0.028790","127.0.0.1","127.0.0.1","TCP","411","5000  >  49799 [PSH, ACK] Seq=1 Ack=633 Win=64768 Len=367 [TCP PDU reassembled in 36]"
"33","0.028811","127.0.0.1","127.0.0.1","TCP","44","49799  >  5000 [ACK] Seq=633 Ack=368 Win=65024 Len=0"
"34","0.028912","127.0.0.1","127.0.0.1","TCP","8236","5000  >  49799 [PSH, ACK] Seq=368 Ack=633 Win=64768 Len=8192 [TCP PDU reassembled in 36]"
"35","0.028924","127.0.0.1","127.0.0.1","TCP","44","49799  >  5000 [ACK] Seq=633 Ack=8560 Win=56832 Len=0"
"36","0.028979","127.0.0.1","127.0.0.1","HTTP","4395","HTTP/1.1 200 OK  (PNG)"
"37","0.028989","127.0.0.1","127.0.0.1","TCP","44","49799  >  5000 [ACK] Seq=633 Ack=12911 Win=52480 Len=0"
"38","0.041530","127.0.0.1","127.0.0.1","TCP","44","49799  >  5000 [FIN, ACK] Seq=633 Ack=12911 Win=52480 Len=0"
"39","0.041554","127.0.0.1","127.0.0.1","TCP","44","5000  >  49799 [ACK] Seq=12911 Ack=634 Win=64768 Len=0"
"40","0.041825","127.0.0.1","127.0.0.1","TCP","44","54799  >  5000 [FIN, ACK] Seq=632 Ack=19270 Win=46080 Len=0"
"41","0.041839","127.0.0.1","127.0.0.1","TCP","44","5000  >  54799 [ACK] Seq=19270 Ack=633 Win=64768 Len=0"
"42","0.046594","127.0.0.1","127.0.0.1","TCP","44","5000  >  49799 [FIN, ACK] Seq=12911 Ack=634 Win=64768 Len=0"
"43","0.046631","127.0.0.1","127.0.0.1","TCP","44","49799  >  5000 [ACK] Seq=634 Ack=12912 Win=52480 Len=0"
"44","0.052636","127.0.0.1","127.0.0.1","TCP","44","5000  >  54799 [FIN, ACK] Seq=19270 Ack=633 Win=64768 Len=0"
"45","0.052681","127.0.0.1","127.0.0.1","TCP","44","54799  >  5000 [ACK] Seq=633 Ack=19271 Win=46080 Len=0"
"46","2.007304","127.0.0.1","127.0.0.1","TCP","56","50513  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"47","2.007405","127.0.0.1","127.0.0.1","TCP","56","5000  >  50513 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"48","2.007430","127.0.0.1","127.0.0.1","TCP","44","50513  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"49","2.007658","127.0.0.1","127.0.0.1","HTTP","595","GET /api/status HTTP/1.1 "
"50","2.007681","127.0.0.1","127.0.0.1","TCP","44","5000  >  50513 [ACK] Seq=1 Ack=552 Win=64768 Len=0"
"51","2.012847","127.0.0.1","127.0.0.1","TCP","212","5000  >  50513 [PSH, ACK] Seq=1 Ack=552 Win=64768 Len=168 [TCP PDU reassembled in 53]"
"52","2.012893","127.0.0.1","127.0.0.1","TCP","44","50513  >  5000 [ACK] Seq=552 Ack=169 Win=65280 Len=0"
"53","2.013023","127.0.0.1","127.0.0.1","HTTP/JSON","10641","HTTP/1.1 200 OK , JSON (application/json)"
"54","2.013066","127.0.0.1","127.0.0.1","TCP","44","50513  >  5000 [ACK] Seq=552 Ack=10766 Win=54528 Len=0"
"55","2.013698","127.0.0.1","127.0.0.1","TCP","44","50513  >  5000 [FIN, ACK] Seq=552 Ack=10766 Win=54528 Len=0"
"56","2.013719","127.0.0.1","127.0.0.1","TCP","44","5000  >  50513 [ACK] Seq=10766 Ack=553 Win=64768 Len=0"
"57","2.017727","127.0.0.1","127.0.0.1","TCP","44","5000  >  50513 [FIN, ACK] Seq=10766 Ack=553 Win=64768 Len=0"
"58","2.017760","127.0.0.1","127.0.0.1","TCP","44","50513  >  5000 [ACK] Seq=553 Ack=10767 Win=54528 Len=0"
"59","2.033586","127.0.0.1","127.0.0.1","TCP","56","61613  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"60","2.033669","127.0.0.1","127.0.0.1","TCP","56","5000  >  61613 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"61","2.033690","127.0.0.1","127.0.0.1","TCP","44","61613  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"62","2.034223","127.0.0.1","127.0.0.1","HTTP","675","GET /chart/pie?ts=1760604459911 HTTP/1.1 "
"63","2.034242","127.0.0.1","127.0.0.1","TCP","44","5000  >  61613 [ACK] Seq=1 Ack=632 Win=64768 Len=0"
"64","2.042041","127.0.0.1","127.0.0.1","TCP","56","55735  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"65","2.042121","127.0.0.1","127.0.0.1","TCP","56","5000  >  55735 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"66","2.042141","127.0.0.1","127.0.0.1","TCP","44","55735  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"67","2.042626","127.0.0.1","127.0.0.1","HTTP","676","GET /chart/size?ts=1760604459911 HTTP/1.1 "
"68","2.042643","127.0.0.1","127.0.0.1","TCP","44","5000  >  55735 [ACK] Seq=1 Ack=633 Win=64768 Len=0"
"69","2.054130","127.0.0.1","127.0.0.1","TCP","414","5000  >  61613 [PSH, ACK] Seq=1 Ack=632 Win=64768 Len=370 [TCP PDU reassembled in 75]"
"70","2.054208","127.0.0.1","127.0.0.1","TCP","44","61613  >  5000 [ACK] Seq=632 Ack=371 Win=65024 Len=0"
"71","2.054872","127.0.0.1","127.0.0.1","TCP","8236","5000  >  61613 [PSH, ACK] Seq=371 Ack=632 Win=64768 Len=8192 [TCP PDU reassembled in 75]"
"72","2.054920","127.0.0.1","127.0.0.1","TCP","44","61613  >  5000 [ACK] Seq=632 Ack=8563 Win=56832 Len=0"
"73","2.055046","127.0.0.1","127.0.0.1","TCP","8236","5000  >  61613 [PSH, ACK] Seq=8563 Ack=632 Win=64768 Len=8192 [TCP PDU reassembled in 75]"
"74","2.055071","127.0.0.1","127.0.0.1","TCP","44","61613  >  5000 [ACK] Seq=632 Ack=16755 Win=48640 Len=0"
"75","2.055635","127.0.0.1","127.0.0.1","HTTP","2559","HTTP/1.1 200 OK  (PNG)"
"76","2.055658","127.0.0.1","127.0.0.1","TCP","44","61613  >  5000 [ACK] Seq=632 Ack=19270 Win=46080 Len=0"
"77","2.055781","127.0.0.1","127.0.0.1","TCP","44","61613  >  5000 [FIN, ACK] Seq=632 Ack=19270 Win=46080 Len=0"
"78","2.055796","127.0.0.1","127.0.0.1","TCP","44","5000  >  61613 [ACK] Seq=19270 Ack=633 Win=64768 Len=0"
"79","2.067993","127.0.0.1","127.0.0.1","TCP","411","5000  >  55735 [PSH, ACK] Seq=1 Ack=633 Win=64768 Len=367 [TCP PDU reassembled in 85]"
"80","2.068037","127.0.0.1","127.0.0.1","TCP","44","55735  >  5000 [ACK] Seq=633 Ack=368 Win=65024 Len=0"
"81","2.068048","127.0.0.1","127.0.0.1","TCP","44","5000  >  61613 [FIN, ACK] Seq=19270 Ack=633 Win=64768 Len=0"
"82","2.068080","127.0.0.1","127.0.0.1","TCP","8236","5000  >  55735 [PSH, ACK] Seq=368 Ack=633 Win=64768 Len=8192 [TCP PDU reassembled in 85]"
"83","2.068099","127.0.0.1","127.0.0.1","TCP","44","55735  >  5000 [ACK] Seq=633 Ack=8560 Win=56832 Len=0"
"84","2.068106","127.0.0.1","127.0.0.1","TCP","44","61613  >  5000 [ACK] Seq=633 Ack=19271 Win=46080 Len=0"
"85","2.068209","127.0.0.1","127.0.0.1","HTTP","4395","HTTP/1.1 200 OK  (PNG)"
"86","2.068236","127.0.0.1","127.0.0.1","TCP","44","55735  >  5000 [ACK] Seq=633 Ack=12911 Win=52480 Len=0"
"87","2.069622","127.0.0.1","127.0.0.1","TCP","44","55735  >  5000 [FIN, ACK] Seq=633 Ack=12911 Win=52480 Len=0"
"88","2.069643","127.0.0.1","127.0.0.1","TCP","44","5000  >  55735 [ACK] Seq=12911 Ack=634 Win=64768 Len=0"
"89","2.077078","127.0.0.1","127.0.0.1","TCP","44","5000  >  55735 [FIN, ACK] Seq=12911 Ack=634 Win=64768 Len=0"
"90","2.077148","127.0.0.1","127.0.0.1","TCP","44","55735  >  5000 [ACK] Seq=634 Ack=12912 Win=52480 Len=0"
"91","4.002613","127.0.0.1","127.0.0.1","TCP","56","53766  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"92","4.002762","127.0.0.1","127.0.0.1","TCP","56","5000  >  53766 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"93","4.002838","127.0.0.1","127.0.0.1","TCP","44","53766  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"94","4.003470","127.0.0.1","127.0.0.1","HTTP","595","GET /api/status HTTP/1.1 "
"95","4.003515","127.0.0.1","127.0.0.1","TCP","44","5000  >  53766 [ACK] Seq=1 Ack=552 Win=64768 Len=0"
"96","4.012928","127.0.0.1","127.0.0.1","TCP","212","5000  >  53766 [PSH, ACK] Seq=1 Ack=552 Win=64768 Len=168 [TCP PDU reassembled in 98]"
"97","4.012973","127.0.0.1","127.0.0.1","TCP","44","53766  >  5000 [ACK] Seq=552 Ack=169 Win=65280 Len=0"
"98","4.013072","127.0.0.1","127.0.0.1","HTTP/JSON","10410","HTTP/1.1 200 OK , JSON (application/json)"
"99","4.013124","127.0.0.1","127.0.0.1","TCP","44","53766  >  5000 [ACK] Seq=552 Ack=10535 Win=54784 Len=0"
"100","4.014039","127.0.0.1","127.0.0.1","TCP","44","53766  >  5000 [FIN, ACK] Seq=552 Ack=10535 Win=54784 Len=0"
"101","4.014076","127.0.0.1","127.0.0.1","TCP","44","5000  >  53766 [ACK] Seq=10535 Ack=553 Win=64768 Len=0"
"102","4.025227","127.0.0.1","127.0.0.1","TCP","44","5000  >  53766 [FIN, ACK] Seq=10535 Ack=553 Win=64768 Len=0"
"103","4.025292","127.0.0.1","127.0.0.1","TCP","44","53766  >  5000 [ACK] Seq=553 Ack=10536 Win=54784 Len=0"
"104","4.034080","127.0.0.1","127.0.0.1","TCP","56","50061  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"105","4.034181","127.0.0.1","127.0.0.1","TCP","56","5000  >  50061 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"106","4.034209","127.0.0.1","127.0.0.1","TCP","44","50061  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"107","4.034452","127.0.0.1","127.0.0.1","HTTP","675","GET /chart/pie?ts=1760604461913 HTTP/1.1 "
"108","4.034474","127.0.0.1","127.0.0.1","TCP","44","5000  >  50061 [ACK] Seq=1 Ack=632 Win=64768 Len=0"
"109","4.034972","127.0.0.1","127.0.0.1","TCP","56","63319  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"110","4.035051","127.0.0.1","127.0.0.1","TCP","56","5000  >  63319 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"111","4.035071","127.0.0.1","127.0.0.1","TCP","44","63319  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"112","4.035226","127.0.0.1","127.0.0.1","HTTP","676","GET /chart/size?ts=1760604461913 HTTP/1.1 "
"113","4.035241","127.0.0.1","127.0.0.1","TCP","44","5000  >  63319 [ACK] Seq=1 Ack=633 Win=64768 Len=0"
"114","4.057573","127.0.0.1","127.0.0.1","TCP","414","5000  >  50061 [PSH, ACK] Seq=1 Ack=632 Win=64768 Len=370 [TCP PDU reassembled in 120]"
"115","4.057622","127.0.0.1","127.0.0.1","TCP","44","50061  >  5000 [ACK] Seq=632 Ack=371 Win=65024 Len=0"
"116","4.057994","127.0.0.1","127.0.0.1","TCP","8236","5000  >  50061 [PSH, ACK] Seq=371 Ack=632 Win=64768 Len=8192 [TCP PDU reassembled in 120]"
"117","4.058021","127.0.0.1","127.0.0.1","TCP","44","50061  >  5000 [ACK] Seq=632 Ack=8563 Win=56832 Len=0"
"118","4.058068","127.0.0.1","127.0.0.1","TCP","8236","5000  >  50061 [PSH, ACK] Seq=8563 Ack=632 Win=64768 Len=8192 [TCP PDU reassembled in 120]"
"119","4.058083","127.0.0.1","127.0.0.1","TCP","44","50061  >  5000 [ACK] Seq=632 Ack=16755 Win=48640 Len=0"
"120","4.073544","127.0.0.1","127.0.0.1","HTTP","2552","HTTP/1.1 200 OK  (PNG)"
"121","4.073593","127.0.0.1","127.0.0.1","TCP","44","50061  >  5000 [ACK] Seq=632 Ack=19263 Win=46080 Len=0"
"122","4.073827","127.0.0.1","127.0.0.1","TCP","44","50061  >  5000 [FIN, ACK] Seq=632 Ack=19263 Win=46080 Len=0"
"123","4.073849","127.0.0.1","127.0.0.1","TCP","44","5000  >  50061 [ACK] Seq=19263 Ack=633 Win=64768 Len=0"
"124","4.081651","127.0.0.1","127.0.0.1","TCP","44","5000  >  50061 [FIN, ACK] Seq=19263 Ack=633 Win=64768 Len=0"
"125","4.081704","127.0.0.1","127.0.0.1","TCP","44","50061  >  5000 [ACK] Seq=633 Ack=19264 Win=46080 Len=0"
"126","4.084123","127.0.0.1","127.0.0.1","TCP","411","5000  >  63319 [PSH, ACK] Seq=1 Ack=633 Win=64768 Len=367 [TCP PDU reassembled in 130]"
"127","4.084172","127.0.0.1","127.0.0.1","TCP","44","63319  >  5000 [ACK] Seq=633 Ack=368 Win=65024 Len=0"
"128","4.084222","127.0.0.1","127.0.0.1","TCP","8236","5000  >  63319 [PSH, ACK] Seq=368 Ack=633 Win=64768 Len=8192 [TCP PDU reassembled in 130]"
"129","4.084235","127.0.0.1","127.0.0.1","TCP","44","63319  >  5000 [ACK] Seq=633 Ack=8560 Win=56832 Len=0"
"130","4.084345","127.0.0.1","127.0.0.1","HTTP","5170","HTTP/1.1 200 OK  (PNG)"
"131","4.084364","127.0.0.1","127.0.0.1","TCP","44","63319  >  5000 [ACK] Seq=633 Ack=13686 Win=51712 Len=0"
"132","4.084932","127.0.0.1","127.0.0.1","TCP","44","63319  >  5000 [FIN, ACK] Seq=633 Ack=13686 Win=51712 Len=0"
"133","4.084955","127.0.0.1","127.0.0.1","TCP","44","5000  >  63319 [ACK] Seq=13686 Ack=634 Win=64768 Len=0"
"134","4.089450","127.0.0.1","127.0.0.1","TCP","44","5000  >  63319 [FIN, ACK] Seq=13686 Ack=634 Win=64768 Len=0"
"135","4.089483","127.0.0.1","127.0.0.1","TCP","44","63319  >  5000 [ACK] Seq=634 Ack=13687 Win=51712 Len=0"
"136","6.015995","127.0.0.1","127.0.0.1","TCP","56","53624  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"137","6.016104","127.0.0.1","127.0.0.1","TCP","56","5000  >  53624 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"138","6.016134","127.0.0.1","127.0.0.1","TCP","44","53624  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"139","6.016396","127.0.0.1","127.0.0.1","HTTP","595","GET /api/status HTTP/1.1 "
"140","6.016420","127.0.0.1","127.0.0.1","TCP","44","5000  >  53624 [ACK] Seq=1 Ack=552 Win=64768 Len=0"
"141","6.022561","127.0.0.1","127.0.0.1","TCP","212","5000  >  53624 [PSH, ACK] Seq=1 Ack=552 Win=64768 Len=168 [TCP PDU reassembled in 143]"
"142","6.022613","127.0.0.1","127.0.0.1","TCP","44","53624  >  5000 [ACK] Seq=552 Ack=169 Win=65280 Len=0"
"143","6.023241","127.0.0.1","127.0.0.1","HTTP/JSON","10230","HTTP/1.1 200 OK , JSON (application/json)"
"144","6.023298","127.0.0.1","127.0.0.1","TCP","44","53624  >  5000 [ACK] Seq=552 Ack=10355 Win=55040 Len=0"
"145","6.024802","127.0.0.1","127.0.0.1","TCP","44","53624  >  5000 [FIN, ACK] Seq=552 Ack=10355 Win=55040 Len=0"
"146","6.024833","127.0.0.1","127.0.0.1","TCP","44","5000  >  53624 [ACK] Seq=10355 Ack=553 Win=64768 Len=0"
"147","6.026898","127.0.0.1","127.0.0.1","TCP","44","5000  >  53624 [FIN, ACK] Seq=10355 Ack=553 Win=64768 Len=0"
"148","6.026965","127.0.0.1","127.0.0.1","TCP","44","53624  >  5000 [ACK] Seq=553 Ack=10356 Win=55040 Len=0"
"149","6.041345","127.0.0.1","127.0.0.1","TCP","56","64652  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"150","6.041461","127.0.0.1","127.0.0.1","TCP","56","5000  >  64652 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"151","6.041495","127.0.0.1","127.0.0.1","TCP","44","64652  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"152","6.041900","127.0.0.1","127.0.0.1","TCP","56","51183  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"153","6.041987","127.0.0.1","127.0.0.1","TCP","56","5000  >  51183 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"154","6.042009","127.0.0.1","127.0.0.1","TCP","44","51183  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"155","6.042219","127.0.0.1","127.0.0.1","HTTP","675","GET /chart/pie?ts=1760604463920 HTTP/1.1 "
"156","6.042241","127.0.0.1","127.0.0.1","TCP","44","5000  >  64652 [ACK] Seq=1 Ack=632 Win=64768 Len=0"
"157","6.042326","127.0.0.1","127.0.0.1","HTTP","676","GET /chart/size?ts=1760604463920 HTTP/1.1 "
"158","6.042339","127.0.0.1","127.0.0.1","TCP","44","5000  >  51183 [ACK] Seq=1 Ack=633 Win=64768 Len=0"
"159","6.047087","127.0.0.1","127.0.0.1","TCP","414","5000  >  64652 [PSH, ACK] Seq=1 Ack=632 Win=64768 Len=370 [TCP PDU reassembled in 165]"
"160","6.047120","127.0.0.1","127.0.0.1","TCP","44","64652  >  5000 [ACK] Seq=632 Ack=371 Win=65024 Len=0"
"161","6.047148","127.0.0.1","127.0.0.1","TCP","8236","5000  >  64652 [PSH, ACK] Seq=371 Ack=632 Win=64768 Len=8192 [TCP PDU reassembled in 165]"
"162","6.047172","127.0.0.1","127.0.0.1","TCP","44","64652  >  5000 [ACK] Seq=632 Ack=8563 Win=56832 Len=0"
"163","6.047219","127.0.0.1","127.0.0.1","TCP","8236","5000  >  64652 [PSH, ACK] Seq=8563 Ack=632 Win=64768 Len=8192 [TCP PDU reassembled in 165]"
"164","6.047236","127.0.0.1","127.0.0.1","TCP","44","64652  >  5000 [ACK] Seq=632 Ack=16755 Win=48640 Len=0"
"165","6.047289","127.0.0.1","127.0.0.1","HTTP","2552","HTTP/1.1 200 OK  (PNG)"
"166","6.047299","127.0.0.1","127.0.0.1","TCP","44","64652  >  5000 [ACK] Seq=632 Ack=19263 Win=46080 Len=0"
"167","6.048311","127.0.0.1","127.0.0.1","TCP","44","64652  >  5000 [FIN, ACK] Seq=632 Ack=19263 Win=46080 Len=0"
"168","6.048323","127.0.0.1","127.0.0.1","TCP","411","5000  >  51183 [PSH, ACK] Seq=1 Ack=633 Win=64768 Len=367 [TCP PDU reassembled in 173]"
"169","6.048337","127.0.0.1","127.0.0.1","TCP","44","5000  >  64652 [ACK] Seq=19263 Ack=633 Win=64768 Len=0"
"170","6.048349","127.0.0.1","127.0.0.1","TCP","44","51183  >  5000 [ACK] Seq=633 Ack=368 Win=65024 Len=0"
"171","6.049262","127.0.0.1","127.0.0.1","TCP","8236","5000  >  51183 [PSH, ACK] Seq=368 Ack=633 Win=64768 Len=8192 [TCP PDU reassembled in 173]"
"172","6.049285","127.0.0.1","127.0.0.1","TCP","44","51183  >  5000 [ACK] Seq=633 Ack=8560 Win=56832 Len=0"
"173","6.049358","127.0.0.1","127.0.0.1","HTTP","5170","HTTP/1.1 200 OK  (PNG)"
"174","6.049385","127.0.0.1","127.0.0.1","TCP","44","51183  >  5000 [ACK] Seq=633 Ack=13686 Win=51712 Len=0"
"175","6.050274","127.0.0.1","127.0.0.1","TCP","44","51183  >  5000 [FIN, ACK] Seq=633 Ack=13686 Win=51712 Len=0"
"176","6.050298","127.0.0.1","127.0.0.1","TCP","44","5000  >  51183 [ACK] Seq=13686 Ack=634 Win=64768 Len=0"
"177","6.050573","127.0.0.1","127.0.0.1","TCP","44","5000  >  64652 [FIN, ACK] Seq=19263 Ack=633 Win=64768 Len=0"
"178","6.050604","127.0.0.1","127.0.0.1","TCP","44","64652  >  5000 [ACK] Seq=633 Ack=19264 Win=46080 Len=0"
"179","6.054554","127.0.0.1","127.0.0.1","TCP","44","5000  >  51183 [FIN, ACK] Seq=13686 Ack=634 Win=64768 Len=0"
"180","6.054624","127.0.0.1","127.0.0.1","TCP","44","51183  >  5000 [ACK] Seq=634 Ack=13687 Win=51712 Len=0"
